Content,Tag
First trip with family to visit Disneyworl and it's the best ever. Kids loved this park with a lot of shows and rides to do. Affordable foods to buy. Souvenirs a little pricy tho but it's worthed to get at least a souvenir. Opening show at the castle and fireworks are the best and please don't missed it lol. We stayed inside the park from 8 am for early access and stayed till 10 pm and mo regrets . Very Highly Recommended to visit.,Planning Tips
"We have been coming annually over the past 2 decades because we like it. The parks are very clean and well staffed with friendly and helpful employees. The same goes for the resorts and villas which are themed and adds to the “magic” vacation experience. The rides are fun and imaginative, the musicals very good too, like Frozen/ Lion King. I’ve used free bus, rail, and boat transportation to get around Disney area from the resort, it works well, takes longer than driving but you save money. I come to town prepared with a plan of our time for the parks to avoid frustration, I recommend to do your homework. The resorts are themed and provide daily activities too. Sometimes we split a “park day” in two with a rest back at the room or pool if staying really close to one of the parks.",Park Cleanliness
"We have been coming annually over the past 2 decades because we like it. The parks are very clean and well staffed with friendly and helpful employees. The same goes for the resorts and villas which are themed and adds to the “magic” vacation experience. The rides are fun and imaginative, the musicals very good too, like Frozen/ Lion King. I’ve used free bus, rail, and boat transportation to get around Disney area from the resort, it works well, takes longer than driving but you save money. I come to town prepared with a plan of our time for the parks to avoid frustration, I recommend to do your homework. The resorts are themed and provide daily activities too. Sometimes we split a “park day” in two with a rest back at the room or pool if staying really close to one of the parks.",Planning Tips
What happened to Disney at Christmas?  I’ve been there years ago and it was brilliantly decorated with Christmas trees everywhere and the Cinderellas Castle was animated and changed its look every few minutes throughout the evening !  Don’t get me wrong it was beautiful but much of the Xmas vibe was focused mainly on Main St.  paid extra for the Mickeys Christmas Party and Minis dessert party.  No characters were walking around anywhere.  Seemed to me just another ploy to pack more people in and spend more money on less. According to a cast member the Christmas trees were removed to pack more people in.  Disneys not for experience anymore just a money scam.,Seasonal Events
What happened to Disney at Christmas?  I’ve been there years ago and it was brilliantly decorated with Christmas trees everywhere and the Cinderellas Castle was animated and changed its look every few minutes throughout the evening !  Don’t get me wrong it was beautiful but much of the Xmas vibe was focused mainly on Main St.  paid extra for the Mickeys Christmas Party and Minis dessert party.  No characters were walking around anywhere.  Seemed to me just another ploy to pack more people in and spend more money on less. According to a cast member the Christmas trees were removed to pack more people in.  Disneys not for experience anymore just a money scam.,Customer Service
Was very disappointed with the whole evening. Paid extra money for the Mini mouse dessert party.  Was very expensive.  Been to previous special events and it was basically cafeteria style eating.     No interaction w staff. You would think Mini would be there and pics etc w characters-none.  The area wasn’t festive and didn’t have a party like atmosphere.  Not worth for over $100 each.,Event Experiences
"The “base” ticket is a bait and switch scam. We paid to enter the park, then paid almost as much for ride passes. Customer service and fantasy illusion are gone. Universal is now more immersive and guest oriented. Honestly, I think Six Flags is on par with our Disney World experience but at 5% of the price (with their perpetual promotions). Disney certainly has more experiences than Six Flags but not 20 times more and no longer significantly better.",Customer Service
"Not worth the money spent. Long lines, horrible service, no space. You can spenf your money elsewhere and have much better experience. This place is overrated, overpriced and even kids said that it's not worth it.",Customer Service
"The Walt Disney World Resort is a massive complex consisting of 4 main parks, 2 water parks, and lots of golf courses and resorts. I've been to all of the parks and water parks when I was younger and I've been to Magic Kingdom, Epcot, and Hollywood Studios as an adult. These parks are massive and endlessly entertaining and they really do make you feel like you're in another world, which is quite a feat in today's day and age. Yes, they're expensive (exceedingly so actually - staying at the Polynesian Resort is more expensive than staying in actual French Polynesia), but if you can get past that you can really enjoy the whole experience. And there are definitely ways to cut down on expenses. We've never stayed on resort as there are several very nice hotels that are just outside the Disney property that are more affordable. You can also look at a lot of the souvenirs online and pick out things like Disney ears ahead of time so that you're less likely to impulse buy excessively (which will happen anyway). Planning a Disney trip is no easy task and it's honestly sometimes harder than planning a huge road trip, but you can make it less stressful. Since we've been to Disney several times within the past few years, I'll give you some tips:1) Get Genie+. I know it seems like an extra cash grab (and it is), but you don't want to be spending extra time in line for rides if you don't have to. You're already spending a lot for the ticket price and it won't be as enjoyable of a time if you have to spend more time in line than necessary. It's like the airline checked bag fees or concert booking fees that are now ubiquitous: very annoying, but not much way around them. Make sure you budget that into your ticket price and you won't be shocked when you buy it. Also, really think about if you'd use the park-hopper option. The parks are pretty far from each other and you'll spend a good amount of time just traveling from one to the other. This may be a good option if you only like some things in a particular park, but we typically spend all day in one park. 2) Make sure to get the app for your phone. All restaurant reservations and Genie+ reservations are done through the app, which makes it invaluable. You can also see estimated wait times for rides, which makes it easier to strategically plan your day or quickly change the plan if a ride breaks or has an excessive wait time. You can also mobile order food/drinks at several places and that alone can save you a lot of time. Make sure to bring an extra charger for your phone though as the app tends to drain your battery.3) Don't over plan. This is the biggest thing we've seen that leads to the trip going awry. Yes, you often have to book some restaurants months ahead of time (they open 60 days in advance) in order to get a reservation (looking at you Be Our Guest) and yes, you have to get Genie+ ride reservations, but you don't have to over plan more than that. You don't want to forget that this is an amusement park and that the point of coming here is to have fun. We typically pick one sit-down restaurant for the day, then try to get Genie+ reservations for our top 1-2 rides, and then wing the rest of it. Most of the fun is wandering around and seeing what you can stumble upon, whether thats food/drink, shops, or rides. 4) Don't try to do everything. There's no way that you can do everything at Disney and trying to cram everything into a trip will increase your level of stress and won't let you really savor the moments at the park. It's also a ton of walking and you'll probably be exhausted after a day or two, especially if you're not used to walking 20k steps a day. If you're coming for a full week, I would budget in rest days (or rest half-days) to make sure that you don't wear yourself out.These are only a few tips for Disney World and there are numerous blogs out there with more detail than I could ever include here. Things can also change frequently, so I would recommend looking at some of those closer to your trip for the most up to date information. Overall though, don't forget to have fun and be a little kid again. Everyone, no matter how old, has an inner child, and this is a place where that inner child can come out and play again.",Planning Tips
The first day was amazing. We had so much fun. The second day my granddaughter got sick and we were due to go home the following day. I called to see if I could get a portion of money back and they refused to give anything back. She said I could use the ticket for the next day but we had to leave. We may never go back again.,Customer Service
"Park is overcrowded, understaffed and dirty and cheesy. They have lowered their standards from years ago. Employees pushing guests out of the way to get through with carts. Way overpriced. Not well maintained at all. Save your money",Park Cleanliness
"For a first-time visitor, I'd say it is a magical place with so many adventures to be had and memories to be made.  I think in general, between all the parks, you can get a taste of the entire world by traveling just here and spending 3-4 days.  That's impossible anywhere else.  Despite visiting on a very busy holiday weekend, there was still plenty of opportunity to get on key rides we wanted and take in all the shows, shops, and food we could handle.  It just takes a bit of prep work in the weeks ahead of time.  One little tip (since entire networks are dedicated to that)... early park entry based on your hotel really does matter.  We got in at least two rides more because of it.  Have a great visit!",Planning Tips
"Save your money on the savvy’s lightsaber build .. $300 and the thing stopped working 6 months later.. changed batteries, did everything the internet said to do , contacted Disney , told to bad so sad 30 day refund or exchange… my 6 year old daughter is devastated.. we went for her birthday.. we won’t be going back..",Customer Service
"Nightmare booking - spend 2 hours trying to book tickets for my family. Super stressfull. Tried all credit cards. My wife signed up and did the same - even signed up for a paypal account. Not luck - no help from chat bot - only it explained the problem. We live at a street in Denmark with a special Danish letter Å and as Disney checks the address connected with credit cards we could not pay as the website do not allow the letter Å. We had to show up and pay at the gate - but we could not get fast pass, so we waited maybe 3 hours in lines. What the F…. Suggest you go to Universal instead much better park.",Customer Service
"I was at Disneyland January 23/24 with my husband and my 3 kids (13,11,9).When switching parks (leaving Disneyland Park) on the 24th at 8:30pm, we had a horrific experience. I have ALS and cannot speak or use my legs/arms.I have to use a power chair to get around, attached to a speech machine I use with my eyes. If you know someone with a disability, you know nothing is ever easy. You are constantly figuring out how to adjust given the current circumstances in front of you. The handicap exit was blocked off for no apparent reason with a worker standing in front of it. My best guess is that she wanted everyone to go through the gate to count, so the staff member told me to go through the regular exit. I did, and the 2 automatic doors closed in on my legs as I was just trying to go through, digging in to them-I have pictures and videos-leaving a gauge and lots of bruising. My kids jumped towards me and started trying to pull the doors off me. The staff member saw this and started yelling at my kids to stop because they would break the gate. They kept trying because they saw the fear on my face and knew I couldn't do or say anything about it. My husband then said, “do you want a broken gate or broken leg.”This was all horrible, but the shocking part of it all was the staff. The lady continued to fuss at all of us and just very rudely said I should've gone slower and that was the problem, as I tried again it still didn’t work! My husband had to physically drive me through-his theory was that the sensor wasn’t catching either my height or the doors only allotted enough time for a typical person, not a handicapped slow moving person like me. Then she just turned her back and ignored my husband and caregiver as they tried to talk to her. She knew we were upset and didn't want to deal with us so she called someone else over. Jian came over and basically said he heard what happened and didn't know what we wanted him to do about it. “Do you need medical attention for your injuries “ he kept repeating. My caregiver told him that acknowledging how poorly it was handled and how rudely we were treated along with an apology would be nice. Stone cold he said, ""OK, I''m sorry. And I will speak on her (the other staff member) behalf and say sorry for her. It was pathetic. I just turned around and drove off in amazement. I didn’t feel like Jian really ‘got it’ either, unfortunately and I didn’t have my speech machine to communicate.There were two problems in my opinion. The first one being a power wheelchair or any wheelchair should never have to be required to go through the automatic doors, this is exactly why the handicap opening RIGHT NEXT TO IT is there for. Secondly, the situation could have gone entirely differently had she just responded differently upon seeing my kids holding the doors from crushing my leg. A simple “oh my gosh how did that happen, I am so sorry that happened! Here let me show you so that never happens again “ would have diffused the tension.I've always been a huge Disney fan and have LOVED Disneyworld trips in the past. In fact, this trip was gifted to my family by Team Gleason Adventures, an ALS organization that aids families in making dream trips/memories a possibility. Of all the places, I chose Disney for my trip. To say I was disappointed in Disneyland's staff is an understatement. In fact, there were many occasions on this trip that the Disneyland staff was cold and not helpful at all. The exact opposite of what one would expect from a company like Disney whom prides itself on customer service.I'm trying to get this word out to as many people as I can. I'm hoping that there would be some accountability for the Disneyland staff regarding the way they treat people with mobility disabilities because I have heard this from multiple people regarding their Disneyland vs their Disney world experiences since this trip. I am not recommending this trip to others in my situation. I typed this whole email with my eyes and has taken me several hours, but I really feel like it is worth my time so that hopefully no one else has to experience what I did and also hopefully the staff will be better equipped on handling special circumstances.",Accessibility Issues
"I thoroughly enjoy my Original Disneyland 1955 in California.  I have been to many Disney parks around the world… but there is something about our Original Dream of Walt Disney.  Last night was Sweethearts Nite… I wasn’t going to go solo, but ended up going anyway.  Disneyland Resort does many special events thru the year.",Event Experiences
"Terrible Disney experience. No disney all star parade ,  no fireworks show. WTF,  and super tiny castle .every thing looks agates and very old school.",Event Experiences
I’m writing as a very frustrated and disappointed mother of a 44 year old man with several major disabilities.  He is completely deaf and almost fully blind and has numerous other physical challenges.  He has a service dog that guides him or he uses a white cane and has to hang on to one of us.  We have come to Disneyland numerous times in the past and he has always had accommodations that have made for a wonderful time.  Due to his disabilities this is the only family vacation that we go on that he can enjoy.  Even though he can’t see or hear he gets the thrill of the movement.  When we went to disability services last night to organize a disability pass for today we were told he did not meet the criteria for being unable to stand in a line up.  Disneyland has changed their disability access program to only include those with autism or other cognitive impairments.  We were told our son could sit aside with a family member and meet up at a point along the way.  We are here as a group of 7 and we decided this would once again ostracize Ryan so we would all stay together.  So we did and it was a very frustrating day as he stumbled through the line ups and we all felt frustrated.  Just imagine for a minute being in an hour long line up and having no sensory input!  Their new disability pass criteria is absolutely ridiculous and needs to be changed!,Accessibility Issues
"Such a great, amazing experience! We got two-day tickets both days with lighting passes. Expensive, but worth every penny. If you’re a first timer like us, we highly recommend that you spend a whole day at each park because there is so much to see and so much to do, each park honestly deserves its own day to appreciate all they have to offer. Disneyland has more rides, but less adventurous ones, California Adventure has less rides but of course, the iconic Incredicoaster which we loveddddd. Such a fun, amazing experience!! We went mid January and there was still so much foot traffic, but can’t expect too much out of that. We missed the fireworks on both days because each day we went the fireworks were at the opposite park, but the World of Color was soooooo beautiful it made me emotional lol. I loved every minute of both days!",Event Experiences
"We visited  during Christmas week and have mixed feelings about our visit. While we absolutely love the parks, most of the rides, the characters, and history of the park, we detest the Disney greed. They demand an arm, a leg, and your first born for ticket cost nowadays,  and we feel like they nickel and dime us with the extra fees. We purchased the Lightning  Lane Pass for the multiple days we were there and that was a mistake. Definitely not worth it for more than one day and the price just went up another 10+%. The issue is that not all rides are eligible, and then rather than allowing one to plan the whole day in advance and pick all the rides at once, one has to wait 2 hours after picking the first ride and so on. The main Star Wars ride is not eligible BTW, and one has to pay extra on top of the Lightning Lane Pass (the cost is almost as much as the LLP just for one ride). The food is awful no matter which place you pick, and the best place to eat is Starbucks and that is not saying much as it is mediocre at best. The popcorn was burnt, and the only snack worth buying is the churro. The bathrooms were absolutely disgusting. We remember having far better visits at Disneyland... I'm sure old Walt wouldn't be happy with our experience at the park the lat couple of times we visited. We will visit less often if this greed and lack of better organization continues.",Park Cleanliness
"Our family, 2 grandparents, mom,dad and 2 young children, age 6 and 9. visited Disneyland the 2nd week of December. We had breakfast in our hotel, Best Western Stovall Inn.  A short walk to the park. The park was very crowded. Long lines for the most popular place rides. We went to both parks over 4 days. The rides did disappoint. We had made dinner reservations for the 4 days. My wife had to use a powered scooter which was hard maneuvering in the crowds. The staff at all the rides were very helpful with my wife. The trip was expensive but we new that going in. It was the crowds that surprised us. One thing my wife and I did was take 50 yr. old menu, from the Blue Bayou that we were given in 1974 on a vist. The manager was surprised to see it. All in all we had a great time and would go again.",Accessibility Issues
"We had 3 days at Disneyland Jan 13-15, 225 with two kids ages 8 and 10. We rode 55 rides in three days with a single park a day and lightning lane. We say over a dozen characters and ate once a day at the park, Tickets🎟️ ⬇️We had originally booked a good neighbour package and then cancelled due to the fires. We ended up rebooking and still going but staying at a closer hotel. We had trouble rebooking and spent hours on the phone with Disney. They were helpful but just painful their system gives Canadians postal codes an issue and box numbers for payment. Because of that we had a few issues at check in each morning as we had reservation dr codes and ticketsSecurity☺️⬇️We checked in to the park each day from the east side gate (Toy Story drop off) and stayed at the Hyatt house hotel 3 blocks south. We never had to wait more than 3 minutes to go through security. It was definitely slow season. We went for rope drop daily and stayed until 12-1 pm then went back between 6-7 pm The only issue we had was they took mySelfie stick the very last day I didn’t even remember I had in there the whole time we went through. You can take coffee and water and snacks into Disney. We did as we went straight 2 hours of rides from 8-10 am without any breaks to maximize the short lines Food🍱 ⬇️We loved the churros, the pretzels were not hot and fresh, we ate at horseshoe and it was ok, we did Mobile pick up snacks into toontown and they were good but 5 mini donuts was$6, we ate in cars land at flos diner and that was the best meal of the time in Disney. Downtown Disney we ate at the bowling alley and that was really good and reasonable price (shared a pizza and burger) and then we ate offsite at Tony romas (ok) and Cheesecake Factory (great) We picked up some snacks at cvs and 7-11 and target. lightning Lane🔥⬇️We maximized this. We watched a YouTube video on it (just search lighting lane Disneyland and the first guy comes up is Parks guys) and we used his tips. We booked all the rides that broke down and got magical select experience tickets that came in handy later at night when the lines were long and we wanted to ride rides again.Disneyland ❤️⬇️We did two days here. Monday and Wednesday. First day we did 16 rides and saw 5 characters. We did rope drop Monday and went straight to Tomorrowland. Star tours was broken so we got a pass for that walked on astroblasters, then walked on space mountain. We did autopia, no,  and bobsleds all before 10Am. Then we headed over to galaxy and did that area before taking a break until evening. We felt by 1 pm We were hungry, tired and our feet were getting tired (18,000 steps by 1pm!) so we we r back each day until after dinner. If you don’t do the show at 930 you can walk on rise resistance. We were too tired but used LL for Indiana snd big mountain and a few other rides again. One tip is to watch those select multi pass tickets from broken rides. If you break down mid ride get a new pass as they are good for almost all but rise resistance. . If you pre book a LL and the ride goes down while you’re waiting you get a select pass which wasn’t good for all. Like Roger rabbit broke down a lot but the select ticket wasn’t good for space mountain or materhorn or Indiana jones. Indiana jones and space mountain have no LL left by 6 pm I found so make sure to book those earlier. California Adventure  ⬇️😍We did rope drop daily and had a game plan and quickly pivoted when everyone went to cars in California we decided to do Pixar pier and rode 10 rides in 2 hours. We ended up doing single passenger to get on cars within 15 minutes at night and then didn’t again when the line was only 20Minutes. We enjoy webslingers a lot and the girls love goofy flight school (rode it 5 times!) and soarin and symphony swings. My youngest wanted to do incredible as - I screamed the whole time but I survived. The things we do for our kidsWe never did guardians of galaxy as we all agreed that wasn’t out jam.  Mater was so fun we did twice and of course Ariel is classic and the Ferris wheel, inside out was down for refurbishment.",Planning Tips
"We went there at 5am so we could avoid traffic and it kind of worked, most of the rides are more baby friendly in the park rather than the adventure. I would recommend getting lighting pass and if your going with kids that like more exciting rides i would recommend the adventure park.",Planning Tips
I LOVE Disneyland @ Christmas time😘💋💋💋!  Snow falling on Main Street & the BEAUTIFUL tree standing proudly🎄❤️!!  Christmas shopping here is WONDERFUL !,Seasonal Events
"If you've wondered about going to Disneyland resort solo and if it's fun/worth it, the answer is yes! Cast members are so amazing, meeting people from all over the world rules, and going at your own pace is tons of fun. I love checking out all of the design details which are endlessly amazing. The Fireworks for holiday are extra special. The touches added for the holidays are over the top beautiful. I'm a sucker for sparkly lights!",Event Experiences
"Disneyland was great. So many unique experiences and some of the attractions, they go all out for Christmas.  You may think some of the rides are the same attraction as they share the same name but most are very different. I will say if you're coming expecting to wear your magic band don't bother. It's far less convenient then it is in Disneyworld. Staff in general while really nice were lnt acknowledging you or welcoming you like they do on Disney World.Food choices while expensive were quite the variety and service was quick.Star Wars Galaxy's edge is much better for the character meets as they are strolling around all the time same with just regular characters.",Seasonal Events
"We loved the park, it is iconic being the original park and knowing Walt Disney walked around here, you have to love the history along Main Street, looking at all the names of Disney legends on the upper shop windows. We had five day park hopper tickets for both parks and as we were visiting from the UK and hadn't been for nineteen years this was a special trip for us, we also had photo-pass as part of our ticket and we purchased magic bands which made it so easy to scan for photo's and rides. Because we had five days, we could stroll around and take our time and we didn't have to rush from one thing to another. We enjoyed trying different snacks and treats and enjoyed looking round the shops.It was Halloween time so the park was decorated for Halloween and we managed to have photo's taken with Mickey and Minnie in their Halloween costumes. The Disneyland Castle is charming, and the park has a special atmosphere. The only negative was the crowds which we expected, but in Adventureland especially, it felt so crowded it was uncomfortable and we tended to avoid this area especially at night.We loved that the park was open so late, and we could go back to our hotel and come back easily if we needed to. The area of the park that was so amazing was Galaxy's Edge, just walking into the area is indescribable, the details in the land are spot on, and you are immersed in the Star Wars story and experience. The Storm Troopers patrol the land and we saw Chewbacca and R2D2 and the Mandolorian, roaming around.The other highlights were being in the park in the evening after dusk, riding Haunted Mansion dressed for Halloween and other iconic rides, meeting characters, and trying great snacks and food. We hope we will be able to come back and we would love to do a trip in December to see the parks dressed for the Christmas Holidays.",Seasonal Events
"Disneyland during the Holidays (mid November-early January) is the best. It's so beautiful and lit up and full of holiday cheer. Great food, characters, rides, vibes. We love it. It's important to learn all about Lightening Lanes in advance and to get there 1 hour before the Park opens so you are in the best position to get on all the major rides early. We do that every time and we never have problems with long lines. Love the holiday parade and fireworks and world of color show.  Love eating at Bengal Barbecue and Docking Bay 7 and baked potato at Troubadour Tavern - and the popcorn and churro toffee are something we always get - and churros too.  We love nigh time lights on Disneyland Main Street and New Orleans Square and at Cars Land in California Adventure.",Planning Tips
"Disneyland during the Holidays (mid November-early January) is the best. It's so beautiful and lit up and full of holiday cheer. Great food, characters, rides, vibes. We love it. It's important to learn all about Lightening Lanes in advance and to get there 1 hour before the Park opens so you are in the best position to get on all the major rides early. We do that every time and we never have problems with long lines. Love the holiday parade and fireworks and world of color show.  Love eating at Bengal Barbecue and Docking Bay 7 and baked potato at Troubadour Tavern - and the popcorn and churro toffee are something we always get - and churros too.  We love nigh time lights on Disneyland Main Street and New Orleans Square and at Cars Land in California Adventure.",Event Experiences
"This was my first visit to the original, first ever Disney park, Disneyland! I had a very enjoyable experience in this park over the 3 days I spent exploring everything the park has to offer! I love how the characters freely roam! There are plenty of delicious dining options and so many fun attractions to enjoy! It was great to visit during the Halloween season and see everything decorated, it felt so immersive!I am definitely looking forward to my next visit at Disneyland! I definitely recommend!",Seasonal Events
"It is what you make of it. On a good day, it is busy. On a trying day, it is insanely crowded and shoulder to shoulder with strangers. We knew we would not get to do all of the rides. We decided to pick 1-2 rides that we each really wanted to do and then take joy in Disney magic. When crowds got suffocating, we sought refuge at restaurants, treats, Tom Sawyer island, Tiki Room, Mark Twain River Boat, and train. We played games, trivia, and enjoyed treats while waiting for rides. I wish it required less planning. Kiddo wanted to hold my hands and hug and sometimes I had to pull away to book rides. But, we had many special moments. We did not over plan. We did not try to fight the crowd for fireworks or shows.  We tried to avoid crowds and saw the fireworks  at different corners of the park. Some guests were not nice, but most people were kind. Bathrooms were dirty at places. There are so many people and the cleaning crew couldn’t keep up but it is fine. I have seen worse bathrooms before. I do wish Disney didn’t pack the park so much during the busy times. The park is absolutely magical at night with all of the holiday decorations. It is not the park I remember from the 90s but I feel that we can still have a great time and my kid was enchanted. We didn’t get to do all the rides but we had a quality family time during this shared experience.",Park Cleanliness
"I would not advise to do this without the help of a Disney planner. Even with a written itinerary from a seasoned agent, Disney parks is no joke! Is it busy? Of course it is! It’s the most popular attraction in the world for families and adults alike! But if you’re there to truly immerse yourself in what Disney has to offer, you will have a great time. Lightening lanes were useless in my opinion, with stand-by lines often having shorter and closer wait-times than if you booked a lightening lane for an hour or more away. 60 minute wait times for certain rides were difficult, especially with children. Disney should consider how to make such rides more functional for the amount of visitors they have daily. Cast members were inconsistent in nature, with some providing curt/incorrect location directions vs staff who would go out of their way to walk us to where we needed to go. Disney should have more signs available throughout the parks to help families more easily navigate the parks and to take additional strain off their cast members. Though a map is made available, it is not user friendly if it’s your first time. I only noted on our second day that you can use the location tab on the mobile app to see where you are and how to get where you need to go. This would have saved us so much time and energy. Bathrooms in the park are well kept. There were at least 2 cleaning ladies in each bathroom I entered who were consistently making their rounds from stall to stall to keep it clean and well stocked. Well done! We went for the Holiday season and it’s an experience we will treasure forever. The fireworks brought my husband to tears while the parade had me equally in tears. We only had two days and though we seen most of the park, a third day would have allowed us to fully experience the park as we did miss some rides and attractions. We can’t wait to be back to experience more Disney magic!",Planning Tips
"I would not advise to do this without the help of a Disney planner. Even with a written itinerary from a seasoned agent, Disney parks is no joke! Is it busy? Of course it is! It’s the most popular attraction in the world for families and adults alike! But if you’re there to truly immerse yourself in what Disney has to offer, you will have a great time. Lightening lanes were useless in my opinion, with stand-by lines often having shorter and closer wait-times than if you booked a lightening lane for an hour or more away. 60 minute wait times for certain rides were difficult, especially with children. Disney should consider how to make such rides more functional for the amount of visitors they have daily. Cast members were inconsistent in nature, with some providing curt/incorrect location directions vs staff who would go out of their way to walk us to where we needed to go. Disney should have more signs available throughout the parks to help families more easily navigate the parks and to take additional strain off their cast members. Though a map is made available, it is not user friendly if it’s your first time. I only noted on our second day that you can use the location tab on the mobile app to see where you are and how to get where you need to go. This would have saved us so much time and energy. Bathrooms in the park are well kept. There were at least 2 cleaning ladies in each bathroom I entered who were consistently making their rounds from stall to stall to keep it clean and well stocked. Well done! We went for the Holiday season and it’s an experience we will treasure forever. The fireworks brought my husband to tears while the parade had me equally in tears. We only had two days and though we seen most of the park, a third day would have allowed us to fully experience the park as we did miss some rides and attractions. We can’t wait to be back to experience more Disney magic!",Park Cleanliness
"Extremely expensive for everything. Not enough places to sit and take a break (especial in the shade). The lines were crazy with everyone paying to skip the line with the lightening pass. They need to really rethink that. We paid about 850 for 2 tickets for a 3 day hopper. Had enough after 2 days. Parking is ridiculous. They shuttle you to the park. You are parking for 35.00 a day, you have to walk to the area to take a shuttle. It took us 45 minutes to get to the parking spot. Many popular rides (Its a small world, train, etc were out of commission and to get into the haunted mansion you had to download the app, create an account and set an appointment to ride a ride. A lot of work for a ride. For the holidays, I was EXTEMELY DISAPPOINTRD in the decorations. Not much and all the decorations are old (faded and dirty).  They are still using horse drawn carriages. Should be outlawed! My husband used to be a farrier and we know horses! The horses were drooling (thirsty) and overheated. Using animals to pull a heavy carriage with heavy people is ABSOLUTELY NOT OK!  That is our last visit!",Park Cleanliness
"Extremely expensive for everything. Not enough places to sit and take a break (especial in the shade). The lines were crazy with everyone paying to skip the line with the lightening pass. They need to really rethink that. We paid about 850 for 2 tickets for a 3 day hopper. Had enough after 2 days. Parking is ridiculous. They shuttle you to the park. You are parking for 35.00 a day, you have to walk to the area to take a shuttle. It took us 45 minutes to get to the parking spot. Many popular rides (Its a small world, train, etc were out of commission and to get into the haunted mansion you had to download the app, create an account and set an appointment to ride a ride. A lot of work for a ride. For the holidays, I was EXTEMELY DISAPPOINTRD in the decorations. Not much and all the decorations are old (faded and dirty).  They are still using horse drawn carriages. Should be outlawed! My husband used to be a farrier and we know horses! The horses were drooling (thirsty) and overheated. Using animals to pull a heavy carriage with heavy people is ABSOLUTELY NOT OK!  That is our last visit!",Accessibility Issues
"Had a great time at the park, bur whatever you do DO NOT USE A TAXI!!! Stick to Uber or Lyft, cab charged us $110 for a 15 minute drive, it was only $28 on lyft but we decided to take a cab because they were waiting outside. Big mistake. Never take a cab in OC",Planning Tips
"I really don't know where to even begin. We did both parks over two days. Half of the rides are not in operation, and the ones that are have a 60 minute + wait. The wait just gets longer because corporate greed allows people to pay more and skip the lines. As we waited in a long line for Big Thunder Mountain, I lost count after over 100 people used the lightning pass to go around us. That line finally met up with ours at one point! Then you get to ride a ride for a whole 5 minutes!Disney needs to drastically limit the amount of people in their parks. You are literally elbow to elbow walking anywhere in the parks - though Adventure Park wasn't nearly as bad as Disneyland. People pushing their way through, rushing to take photos of everything, it's miserable!I have a bad back, and after walking for an hour or so, I need to sit on a bench with a back. Good luck finding one anywhere. 100,000 people in the park, 20 benches. People were sitting anywhere they could find space, again - terrible!Everything is overpriced and underdelivered. Lunch at Wine Country in Adventure Park was the best of the group. Lunch and dinner at other places was not worth it. I also didn't bother with any souvenirs. The firework show at 9:30 in Disneyland was a nightmare too. People start claiming spaces at 7:00. You can try to get yours, but as the time draws nearer, others will huddle around you, push you out of the way, or the park attendants will herd you forward like cattle until you can't move anymore. All that for a disappointing 15 minute show. Walt Disney World did a show that was 20x better, and they had the logistics set up for good spacing of people and views. Definitely won't be coming back, not worth any of the aggravation.",Accessibility Issues
"I really don't know where to even begin. We did both parks over two days. Half of the rides are not in operation, and the ones that are have a 60 minute + wait. The wait just gets longer because corporate greed allows people to pay more and skip the lines. As we waited in a long line for Big Thunder Mountain, I lost count after over 100 people used the lightning pass to go around us. That line finally met up with ours at one point! Then you get to ride a ride for a whole 5 minutes!Disney needs to drastically limit the amount of people in their parks. You are literally elbow to elbow walking anywhere in the parks - though Adventure Park wasn't nearly as bad as Disneyland. People pushing their way through, rushing to take photos of everything, it's miserable!I have a bad back, and after walking for an hour or so, I need to sit on a bench with a back. Good luck finding one anywhere. 100,000 people in the park, 20 benches. People were sitting anywhere they could find space, again - terrible!Everything is overpriced and underdelivered. Lunch at Wine Country in Adventure Park was the best of the group. Lunch and dinner at other places was not worth it. I also didn't bother with any souvenirs. The firework show at 9:30 in Disneyland was a nightmare too. People start claiming spaces at 7:00. You can try to get yours, but as the time draws nearer, others will huddle around you, push you out of the way, or the park attendants will herd you forward like cattle until you can't move anymore. All that for a disappointing 15 minute show. Walt Disney World did a show that was 20x better, and they had the logistics set up for good spacing of people and views. Definitely won't be coming back, not worth any of the aggravation.",Event Experiences
Love Disneyland for the kids but we do not like the new DAS policy change to only allow 4 people on a ride at once. We are thankful for the program but having a disabled son and 2 little kids ride with only one adult is very hard to manage. Plus it’s harder for the group (in our case 6) to find each other after the rides. Please rethink the 4 person at a time limit to DAS program.,Accessibility Issues
"We visited on 3 occasions over our week trip to California.Our first visit was on 1/10 to Oogie Boogie Bash.  We entered the park at 3pm to make good use of some time before the party starts to get on some rides and have some photos taken.  Once it hit 6pm we explored the character trails - with high hopes we actually felt disappointed - the best trail was for Oogie Boogie and Dr Doofenschmirtz, these characters were very engaging and took the time to make an effort.  Unfortunately the same cannot be said for Sid and Ernest de la cruz.The parade was good but very short and rushed.  CM's handing out candy too busy talking to each other to interact with guests.  Compared to Mickeys not so scary there was not as much candy handed out.We were impressed with Disneyland however noted very long lines - for everything - drinks, popcorn, food, toilets and rides.  Even the Genie+ queues were very long.  In some parts of the park you felt sardined walking shoulder to shoulder with other guests.We spent one more day at DCA and the queues were better - but it is noticed for rides the majority is genie+ and then one family from standby queue. We did not bother with Genie+ as some of the queues looked bigger for this than stand byDisappointed no fireworks at either park during our visit.Overall a very nice park",Event Experiences
